Rule: ('otc alterations permit', '2.0') ==> ('St',)	 , confidence: 0.752,lift: 1.081
Rule: ('8', 'wood frame (5)', 'Av') ==> ('5.0', 'otc alterations permit')	 , confidence: 1.000,lift: 1.830
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'Av') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', 'wood frame (5)', 'Av') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', '8', 'Av') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', 'otc alterations permit', '2.0', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', '2.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', 'constr type 1') ==> ('8', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('8', '2.0', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('otc alterations permit', '2.0', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', '8', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('0.0', 'otc alterations permit', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'wood frame (5)', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('2.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('otc alterations permit', 'constr type 1') ==> ('', '8', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('8', 'constr type 1') ==> ('', 'otc alterations permit', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('', 'otc alterations permit', 'constr type 1') ==> ('8', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('', '8', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('otc alterations permit', '1.0', 'constr type 1') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '1.0', 'constr type 1') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', 'constr type 1') ==> ('', '1.0')	 , confidence: 1.000,lift: 4.736
Rule: ('', 'otc alterations permit', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '8', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('otc alterations permit', '1.0', '8', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('0.0', 'wood frame (5)', '8', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', 'otc alterations permit', 'Av') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', 'Av') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', 'Av', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '8', 'Av') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '8', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', '2.0', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('8', 'wood frame (5)', 'complete') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '8', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('otc alterations permit', '2.0', '3.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', '3.0') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '2.0', '3.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '2.0', '3.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', '3.0', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', '2.0', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '2.0', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', 'constr type 1') ==> ('8', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('8', 'St', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 1.000,lift: 5.271
Rule: ('otc alterations permit', 'St', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'St', '8', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('otc alterations permit', 'wood frame (5)', '0.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'wood frame (5)', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'wood frame (5)', '0.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'wood frame (5)', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', '8', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '0.0', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('8', '2.0', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'St') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', '0.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '0.0', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', '0.0') ==> ('5.0', '8')	 , confidence: 1.000,lift: 1.830
Rule: ('0.0', 'wood frame (5)', '8') ==> ('5.0', 'otc alterations permit')	 , confidence: 1.000,lift: 1.830
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', '0.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '0.0', 'wood frame (5)', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', '8', '0.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', 'otc alterations permit', 'complete') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', 'complete', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', 'complete', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', 'complete', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'constr type 1', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'constr type 1', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'constr type 1', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'constr type 1', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'constr type 1', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'constr type 1', '2.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'St') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '8', '2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'issued', '2.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('issued', '2.0', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'otc alterations permit', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('wood frame (5)', 'complete', 'Av') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'complete', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'wood frame (5)', 'complete', 'Av') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', 'otc alterations permit', '2.0', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'otc alterations permit', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', '8', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '8', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'complete', 'Av') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'complete', 'Av') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'complete', 'Av') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'complete', 'Av') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', 'complete', 'Av') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St', '2.0', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('0.0', 'wood frame (5)', 'complete') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', '0.0', 'wood frame (5)', 'complete') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '2.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', 'constr type 1', 'St') ==> ('', '1.0')	 , confidence: 1.000,lift: 4.736
Rule: ('', '8', 'constr type 1', 'St') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('8', 'constr type 1', '1.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '8', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '0.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'otc alterations permit', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', '8', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '0.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'otc alterations permit', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '2.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '2.0', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', 'constr type 1') ==> ('', '1.0')	 , confidence: 1.000,lift: 4.736
Rule: ('', 'otc alterations permit', 'St', 'constr type 1') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('otc alterations permit', 'St', '1.0', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'issued', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', '2.0', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '0.0', 'complete', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '0.0', 'complete', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', 'issued') ==> ('5.0', '8')	 , confidence: 1.000,lift: 1.830
Rule: ('issued', 'wood frame (5)', '8') ==> ('5.0', 'otc alterations permit')	 , confidence: 1.000,lift: 1.830
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'issued') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'issued', 'wood frame (5)', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', '8', 'issued') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('wood frame (5)', 'complete', 'St') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', 'otc alterations permit', '0.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '0.0', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '0.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '8', '0.0') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '8', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('issued', 'wood frame (5)', '8') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', 'issued', 'wood frame (5)', '8') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', 'issued', 'wood frame (5)', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', '2.0') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '2.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '2.0', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '2.0', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', '8') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', '0.0', 'wood frame (5)', '8') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '0.0', 'wood frame (5)', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'complete') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '2.0', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '2.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', 'complete', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'complete', 'otc alterations permit') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'complete', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'complete', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'complete', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', '8', 'complete', 'otc alterations permit') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', 'otc alterations permit', '2.0', 'wood frame (5)') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('otc alterations permit', 'wood frame (5)', 'complete') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'wood frame (5)', 'complete') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'wood frame (5)', 'complete') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', '8') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '0.0', 'complete', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', '8', 'complete', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'otc alterations permit', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', '8', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '0.0', '8', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', '0.0') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'wood frame (5)', 'complete', '8') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'wood frame (5)', 'complete', '0.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'wood frame (5)', 'complete', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', 'wood frame (5)', 'complete', '0.0') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '0.0', 'wood frame (5)', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('0.0', 'wood frame (5)', '8', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'otc alterations permit', 'wood frame (5)', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '0.0', 'wood frame (5)', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '0.0', 'wood frame (5)', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '0.0', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '0.0', '8', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', 'St', '0.0', 'otc alterations permit') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '', '0.0', '8', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', 'otc alterations permit', '0.0', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '2.0', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '2.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('8', '2.0', 'wood frame (5)', 'St') ==> ('', '5.0')	 , confidence: 1.000,lift: 1.624
Rule: ('', '8', '2.0', 'wood frame (5)', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('5.0', '8', '2.0', 'wood frame (5)', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', '2.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('8', 'constr type 1', '2.0', 'St') ==> ('', '1.0')	 , confidence: 1.000,lift: 4.736
Rule: ('', '8', 'constr type 1', '2.0', 'St') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('8', '2.0', 'constr type 1', '1.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'St', '2.0', 'constr type 1') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', 'St', '2.0', 'constr type 1') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', 'St', '2.0', 'constr type 1') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', 'St', '2.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'St', '2.0', '8', 'constr type 1') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('0.0', 'wood frame (5)', '8', 'St') ==> ('5.0', '')	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', '0.0', 'wood frame (5)', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('', '0.0', 'wood frame (5)', '8', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('0.0', '8', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('8', '2.0', 'wood frame (5)', 'complete', 'St') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
Rule: ('otc alterations permit', '2.0', '1.0', 'St') ==> ('', '8')	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', '1.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 1.000,lift: 1.112
Rule: ('', 'otc alterations permit', '2.0', '1.0', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('', '8', '2.0', '1.0', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '2.0', '1.0', '8', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '2.0', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '8', '2.0', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('8', '2.0', 'wood frame (5)', 'complete', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('otc alterations permit', 'constr type 1', '2.0', 'St') ==> ('', '1.0')	 , confidence: 1.000,lift: 4.736
Rule: ('', 'otc alterations permit', 'constr type 1', '2.0', 'St') ==> ('1.0',)	 , confidence: 1.000,lift: 4.736
Rule: ('otc alterations permit', '2.0', 'constr type 1', '1.0', 'St') ==> ('',)	 , confidence: 1.000,lift: 1.000
Rule: ('5.0', 'otc alterations permit', '0.0', 'complete', 'St') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '0.0', '8', 'complete', 'St') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', 'wood frame (5)', 'complete', '0.0') ==> ('5.0', '8')	 , confidence: 1.000,lift: 1.830
Rule: ('0.0', 'wood frame (5)', 'complete', '8') ==> ('5.0', 'otc alterations permit')	 , confidence: 1.000,lift: 1.830
Rule: ('5.0', 'otc alterations permit', 'wood frame (5)', 'complete', '0.0') ==> ('8',)	 , confidence: 1.000,lift: 1.112
Rule: ('5.0', '0.0', 'wood frame (5)', 'complete', '8') ==> ('otc alterations permit',)	 , confidence: 1.000,lift: 1.112
Rule: ('otc alterations permit', '8', 'wood frame (5)', 'complete', '0.0') ==> ('5.0',)	 , confidence: 1.000,lift: 1.624
